url_path,views_total,views_unique
/Yudaotor/lyrimuse,253,102
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,49,37
/Yudaotor/lyrimuse/releases,41,21
/Yudaotor/lyrimuse/issues,34,7
/Yudaotor/lyrimuse/pulse,33,2
/Yudaotor/lyrimuse/graphs/traffic,32,1
/Yudaotor/lyrimuse/stargazers,23,1
/Yudaotor/lyrimuse/releases/tag/v1.4.0,14,10
/Yudaotor/lyrimuse/releases/tag/v1.5.0,13,11
/Yudaotor/lyrimuse/issues/4,9,2
