url_path,views_total,views_unique
/Yudaotor/lyrimuse,631,353
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,82,63
/Yudaotor/lyrimuse/releases,67,44
/Yudaotor/lyrimuse/stargazers,60,1
/Yudaotor/lyrimuse/issues,51,13
/Yudaotor/lyrimuse/releases/tag/v1.6.0,49,39
/Yudaotor/lyrimuse/pulse,48,1
/Yudaotor/lyrimuse/graphs/traffic,46,1
/Yudaotor/lyrimuse/releases/tag/v1.5.0,14,11
/Yudaotor/lyrimuse/issues/4,9,2
