url_path,views_total,views_unique
/Yudaotor/lyrimuse,131,53
/Yudaotor/lyrimuse/releases,31,19
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,30,23
/Yudaotor/lyrimuse/pulse,21,2
/Yudaotor/lyrimuse/graphs/traffic,19,1
/Yudaotor/lyrimuse/issues,18,6
/Yudaotor/lyrimuse/releases/tag/v1.4.0,12,8
/Yudaotor/lyrimuse/blob/main/README.md,8,6
/Yudaotor/lyrimuse/releases/tag/v1.3.0,8,5
/Yudaotor/lyrimuse/issues/2,6,4
