url_path,views_total,views_unique
/Yudaotor/lyrimuse,1044,647
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,192,145
/Yudaotor/lyrimuse/issues,96,28
/Yudaotor/lyrimuse/stargazers,86,1
/Yudaotor/lyrimuse/releases,85,59
/Yudaotor/lyrimuse/releases/tag/v1.6.0,70,54
/Yudaotor/lyrimuse/releases/tag/v1.7.0,62,47
/Yudaotor/lyrimuse/graphs/traffic,49,1
/Yudaotor/lyrimuse/pulse,47,1
/Yudaotor/lyrimuse/releases/tag/v1.8.0,32,26
