url_path,views_total,views_unique
/Yudaotor/lyrimuse,713,393
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,89,68
/Yudaotor/lyrimuse/issues,73,19
/Yudaotor/lyrimuse/releases,70,46
/Yudaotor/lyrimuse/releases/tag/v1.6.0,67,53
/Yudaotor/lyrimuse/stargazers,64,1
/Yudaotor/lyrimuse/graphs/traffic,47,1
/Yudaotor/lyrimuse/pulse,47,1
/Yudaotor/lyrimuse/releases/tag/v1.5.0,14,11
/Yudaotor/lyrimuse/tree/main,11,10
