url_path,views_total,views_unique
/Yudaotor/lyrimuse,739,413
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,99,73
/Yudaotor/lyrimuse/releases,75,48
/Yudaotor/lyrimuse/releases/tag/v1.6.0,69,54
/Yudaotor/lyrimuse/issues,68,18
/Yudaotor/lyrimuse/stargazers,63,1
/Yudaotor/lyrimuse/graphs/traffic,47,1
/Yudaotor/lyrimuse/pulse,47,1
/Yudaotor/lyrimuse/releases/tag/v1.5.0,14,11
/Yudaotor/lyrimuse/releases/tag/v1.7.0,14,11
