url_path,views_total,views_unique
/Yudaotor/lyrimuse,167,58
/Yudaotor/lyrimuse/releases,40,22
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,34,24
/Yudaotor/lyrimuse/pulse,26,2
/Yudaotor/lyrimuse/graphs/traffic,24,1
/Yudaotor/lyrimuse/issues,21,6
/Yudaotor/lyrimuse/releases/tag/v1.4.0,15,11
/Yudaotor/lyrimuse/stargazers,7,1
/Yudaotor/lyrimuse/tree/github-repo-stats/Yudaotor/lyrimuse/latest-report,7,1
/Yudaotor/lyrimuse/blob/main/README.md,6,4
