url_path,views_total,views_unique
/Yudaotor/lyrimuse,838,476
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,117,86
/Yudaotor/lyrimuse/issues,80,19
/Yudaotor/lyrimuse/releases,75,49
/Yudaotor/lyrimuse/releases/tag/v1.6.0,70,54
/Yudaotor/lyrimuse/stargazers,67,1
/Yudaotor/lyrimuse/releases/tag/v1.7.0,53,41
/Yudaotor/lyrimuse/graphs/traffic,48,1
/Yudaotor/lyrimuse/pulse,48,1
/Yudaotor/lyrimuse/discussions,19,5
