url_path,views_total,views_unique
/Yudaotor/lyrimuse,1156,717
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,239,175
/Yudaotor/lyrimuse/issues,144,40
/Yudaotor/lyrimuse/releases,96,69
/Yudaotor/lyrimuse/stargazers,81,1
/Yudaotor/lyrimuse/releases/tag/v1.8.0,77,66
/Yudaotor/lyrimuse/releases/tag/v1.6.0,66,51
/Yudaotor/lyrimuse/releases/tag/v1.7.0,62,47
/Yudaotor/lyrimuse/graphs/traffic,47,1
/Yudaotor/lyrimuse/pulse,44,1
