url_path,views_total,views_unique
/Yudaotor/lyrimuse,553,313
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,68,51
/Yudaotor/lyrimuse/releases,59,39
/Yudaotor/lyrimuse/stargazers,50,1
/Yudaotor/lyrimuse/issues,47,12
/Yudaotor/lyrimuse/pulse,46,1
/Yudaotor/lyrimuse/graphs/traffic,44,1
/Yudaotor/lyrimuse/releases/tag/v1.6.0,38,30
/Yudaotor/lyrimuse/releases/tag/v1.5.0,14,11
/Yudaotor/lyrimuse/releases/tag/v1.4.0,10,7
