url_path,views_total,views_unique
/Yudaotor/lyrimuse,770,435
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,108,79
/Yudaotor/lyrimuse/releases,79,52
/Yudaotor/lyrimuse/releases/tag/v1.6.0,70,54
/Yudaotor/lyrimuse/issues,66,19
/Yudaotor/lyrimuse/stargazers,65,1
/Yudaotor/lyrimuse/graphs/traffic,47,1
/Yudaotor/lyrimuse/pulse,47,1
/Yudaotor/lyrimuse/releases/tag/v1.7.0,29,22
/Yudaotor/lyrimuse/releases/tag/v1.5.0,14,11
