url_path,views_total,views_unique
/Yudaotor/lyrimuse,1079,678
/Yudaotor/lyrimuse/blob/main/README.zh-CN.md,207,154
/Yudaotor/lyrimuse/issues,120,33
/Yudaotor/lyrimuse/releases,89,60
/Yudaotor/lyrimuse/stargazers,89,1
/Yudaotor/lyrimuse/releases/tag/v1.6.0,70,54
/Yudaotor/lyrimuse/releases/tag/v1.7.0,62,47
/Yudaotor/lyrimuse/releases/tag/v1.8.0,50,41
/Yudaotor/lyrimuse/graphs/traffic,48,1
/Yudaotor/lyrimuse/pulse,46,1
